season,week,team,rating,rank
2024,11,Vanderbilt,1543.6,63
2024,11,Navy,1543.3,64
2024,11,Jacksonville State,1540.0,65
2024,11,Baylor,1537.1,66
2024,11,Georgia Southern,1535.9,67
2024,11,Ohio,1526.3,68
2024,11,UCLA,1525.6,69
2024,11,Bowling Green,1520.3,70
2024,11,Boston College,1520.1,71
2024,11,UConn,1518.9,72
2024,11,Northwestern,1518.1,73
2024,11,Rutgers,1515.2,74
2024,11,Sam Houston,1514.5,75
2024,11,South Alabama,1505.2,76
2024,11,Maryland,1504.1,77
2024,11,Michigan State,1502.3,78
2024,11,UCF,1501.6,79
2024,11,NC State,1499.4,80
2024,11,Fresno State,1496.0,81
2024,11,UTSA,1495.8,82
2024,11,Northern Illinois,1492.9,83
2024,11,Oregon State,1489.4,84
2024,11,Coastal Carolina,1487.3,85
2024,11,Virginia,1484.9,86
2024,11,Colorado State,1483.0,87
2024,11,Auburn,1482.9,88
2024,11,Kentucky,1482.5,89
2024,11,North Texas,1473.4,90
2024,11,Old Dominion,1468.1,91
2024,11,Houston,1464.0,92
2024,11,Arizona,1462.5,93
2024,11,Arkansas State,1461.4,94
2024,11,East Carolina,1459.3,95
2024,11,Florida State,1451.4,96
2024,11,Eastern Michigan,1447.8,97
2024,11,Oklahoma State,1442.9,98
2024,11,South Florida,1440.1,99
2024,11,Wake Forest,1439.4,100
2024,11,Buffalo,1433.5,101
2024,11,App State,1432.5,102
2024,11,Western Michigan,1429.7,103
2024,11,Troy,1427.4,104
2024,11,UL Monroe,1406.2,105
2024,11,Hawai'i,1381.4,106
2024,11,San Diego State,1381.3,107
2024,11,Rice,1374.8,108
2024,11,Florida International,1367.8,109
2024,11,Mississippi State,1360.1,110
2024,11,New Mexico,1359.8,111
2024,11,Charlotte,1356.1,112
2024,11,Stanford,1349.4,113
2024,11,Purdue,1349.1,114
2024,11,Ball State,1347.7,115
2024,11,Georgia State,1339.5,116
2024,11,Wyoming,1338.0,117
2024,11,Louisiana Tech,1330.6,118
2024,11,Utah State,1315.9,119
2024,11,Central Michigan,1308.5,120
2024,11,UAB,1299.6,121
2024,11,Temple,1299.5,122
2024,11,Florida Atlantic,1298.1,123
2024,11,Nevada,1295.9,124
2024,11,Middle Tennessee,1290.7,125
2024,11,New Mexico State,1287.4,126
2024,11,Air Force,1284.1,127
2024,11,Akron,1281.7,128
2024,11,Tulsa,1277.9,129
2024,11,Massachusetts,1258.2,130
2024,11,UTEP,1255.2,131
2024,11,Southern Miss,1225.7,132
2024,11,Kent State,1178.7,133
2024,11,Kennesaw State,1139.6,134
2024,12,Oregon,1884.7,1
2024,12,Ohio State,1866.6,2
2024,12,Texas,1848.5,3
2024,12,Alabama,1834.3,4
2024,12,Notre Dame,1831.4,5
2024,12,Georgia,1830.0,6
2024,12,Penn State,1816.5,7
2024,12,Ole Miss,1810.4,8
2024,12,SMU,1765.7,9
2024,12,Clemson,1761.8,10
2024,12,Indiana,1759.5,11
2024,12,Miami,1754.6,12
2024,12,Boise State,1733.5,13
2024,12,Tennessee,1727.4,14
2024,12,Tulane,1726.0,15
2024,12,South Carolina,1718.3,16
2024,12,Texas A&M,1702.5,17
2024,12,Colorado,1700.3,18
2024,12,BYU,1688.4,19
2024,12,James Madison,1670.9,20
2024,12,Iowa State,1666.8,21
2024,12,Iowa,1663.6,22
2024,12,Arizona State,1659.8,23
2024,12,Washington,1651.0,24
2024,12,Missouri,1650.2,25
2024,12,UNLV,1649.6,26
2024,12,Kansas State,1647.3,27
2024,12,Louisville,1639.6,28
2024,12,Michigan,1638.2,29
2024,12,LSU,1638.0,30
2024,12,Army,1633.1,31
2024,12,Duke,1629.9,32
2024,12,USC,1629.0,33
2024,12,Memphis,1612.3,34
2024,12,Syracuse,1611.2,35
2024,12,Liberty,1610.0,36
2024,12,Washington State,1609.1,37
2024,12,Louisiana,1606.4,38
2024,12,Illinois,1599.1,39
2024,12,North Carolina,1598.1,40
2024,12,Georgia Tech,1596.5,41
2024,12,Western Kentucky,1595.4,42
2024,12,California,1593.9,43
2024,12,Oklahoma,1591.6,44
2024,12,Virginia Tech,1590.7,45
2024,12,TCU,1587.5,46
2024,12,Florida,1586.8,47
2024,12,Minnesota,1583.0,48
2024,12,Pittsburgh,1579.6,49
2024,12,Wisconsin,1578.6,50
2024,12,Baylor,1577.4,51
2024,12,Kansas,1574.9,52
2024,12,Texas State,1569.2,53
2024,12,Marshall,1568.0,54
2024,12,Toledo,1565.4,55
2024,12,Miami (OH),1558.5,56
2024,12,Texas Tech,1556.0,57
2024,12,Rutgers,1551.8,58
2024,12,Ohio,1548.6,59
2024,12,Jacksonville State,1546.1,60
2024,12,Vanderbilt,1543.6,61
2024,12,West Virginia,1540.1,62
2024,12,Bowling Green,1539.4,63
2024,12,Arkansas,1535.6,64
2024,12,Nebraska,1533.3,65
2024,12,Cincinnati,1530.1,66
2024,12,Utah,1528.7,67
2024,12,South Alabama,1523.3,68
2024,12,UTSA,1522.7,69
2024,12,Sam Houston,1522.3,70
2024,12,UConn,1518.9,71
2024,12,San José State,1516.5,72
2024,12,Boston College,1512.6,73
2024,12,UCLA,1510.3,74
2024,12,Navy,1509.2,75
2024,12,Auburn,1507.5,76
2024,12,Northwestern,1506.7,77
2024,12,Northern Illinois,1502.4,78
2024,12,UCF,1501.6,79
2024,12,Georgia Southern,1500.1,80
2024,12,NC State,1499.4,81
2024,12,Colorado State,1496.7,82
2024,12,Fresno State,1496.0,83
2024,12,Arizona,1493.2,84
2024,12,Kentucky,1485.6,85
2024,12,Arkansas State,1482.9,86
2024,12,South Florida,1481.1,87
2024,12,Michigan State,1480.4,88
2024,12,Virginia,1479.4,89
2024,12,East Carolina,1477.2,90
2024,12,Coastal Carolina,1468.4,91
2024,12,Maryland,1467.5,92
2024,12,Troy,1463.1,93
2024,12,Old Dominion,1456.6,94
2024,12,Florida State,1451.4,95
2024,12,North Texas,1446.6,96
2024,12,Oklahoma State,1442.9,97
2024,12,Buffalo,1442.7,98
2024,12,Houston,1433.3,99
2024,12,App State,1432.5,100
2024,12,Oregon State,1429.7,101
2024,12,Wake Forest,1429.1,102
2024,12,Eastern Michigan,1425.4,103
2024,12,Western Michigan,1410.5,104
2024,12,New Mexico,1388.3,105
2024,12,UL Monroe,1381.6,106
2024,12,Stanford,1380.0,107
2024,12,Rice,1374.8,108
2024,12,San Diego State,1372.6,109
2024,12,Louisiana Tech,1363.5,110
2024,12,Utah State,1361.9,111
2024,12,Florida International,1361.7,112
2024,12,Mississippi State,1360.1,113
2024,12,Air Force,1343.8,114
2024,12,Purdue,1338.9,115
2024,12,Ball State,1338.5,116
2024,12,Hawai'i,1335.4,117
2024,12,Wyoming,1324.4,118
2024,12,Georgia State,1318.0,119
2024,12,Charlotte,1315.1,120
2024,12,Temple,1312.6,121
2024,12,Central Michigan,1298.5,122
2024,12,Nevada,1295.9,123
2024,12,UAB,1291.8,124
2024,12,Middle Tennessee,1290.7,125
2024,12,Florida Atlantic,1285.0,126
2024,12,New Mexico State,1283.1,127
2024,12,Akron,1272.2,128
2024,12,Tulsa,1260.1,129
2024,12,UTEP,1255.2,130
2024,12,Massachusetts,1255.0,131
2024,12,Southern Miss,1218.3,132
2024,12,Kent State,1173.8,133
2024,12,Kennesaw State,1131.8,134
2024,13,Ohio State,1885.8,1
2024,13,Oregon,1884.7,2
2024,13,Texas,1853.1,3
2024,13,Notre Dame,1850.5,4
2024,13,Georgia,1831.7,5
2024,13,Penn State,1821.4,6
2024,13,SMU,1784.9,7
2024,13,Alabama,1774.9,8
2024,13,Ole Miss,1772.0,9
2024,13,Clemson,1763.1,10
2024,13,Miami,1761.2,11
2024,13,Indiana,1740.4,12
2024,13,Boise State,1739.0,13
2024,13,Tennessee,1730.8,14
2024,13,Tulane,1726.0,15
2024,13,South Carolina,1719.6,16
2024,13,Iowa,1686.7,17
2024,13,Texas A&M,1683.5,18
2024,13,Iowa State,1680.4,19
2024,13,Arizona State,1678.7,20
2024,13,UNLV,1674.4,21
2024,13,BYU,1669.5,22
2024,13,Missouri,1667.4,23
2024,13,Kansas State,1666.3,24
2024,13,Louisville,1664.6,25
2024,13,Michigan,1658.7,26
2024,13,Colorado,1651.8,27
2024,13,LSU,1651.2,28
2024,13,Oklahoma,1651.0,29
2024,13,Washington,1651.0,30
2024,13,USC,1649.2,31
2024,13,Duke,1641.1,32
2024,13,Liberty,1635.9,33
2024,13,Florida,1625.2,34
2024,13,Illinois,1625.1,35
2024,13,Syracuse,1624.6,36
2024,13,Kansas,1623.4,37
2024,13,Louisiana,1622.1,38
2024,13,James Madison,1619.4,39
2024,13,Army,1614.0,40
2024,13,Memphis,1612.3,41
2024,13,TCU,1607.3,42
2024,13,Georgia Tech,1600.9,43
2024,13,Baylor,1600.6,44
2024,13,California,1598.8,45
2024,13,Marshall,1590.1,46
2024,13,Ohio,1589.8,47
2024,13,Washington State,1586.0,48
2024,13,Virginia Tech,1579.4,49
2024,13,Texas Tech,1579.2,50
2024,13,Minnesota,1578.1,51
2024,13,Miami (OH),1577.3,52
2024,13,Western Kentucky,1569.4,53
2024,13,Nebraska,1566.9,54
2024,13,Jacksonville State,1566.9,55
2024,13,Bowling Green,1565.6,56
2024,13,West Virginia,1559.7,57
2024,13,North Carolina,1559.1,58
2024,13,Pittsburgh,1554.6,59
2024,13,Boston College,1551.6,60
2024,13,Arkansas,1549.2,61
2024,13,Wisconsin,1545.0,62
2024,13,South Alabama,1540.0,63
2024,13,Georgia Southern,1539.6,64
2024,13,UTSA,1534.4,65
2024,13,Vanderbilt,1530.3,66
2024,13,Texas State,1529.5,67
2024,13,Auburn,1526.5,68
2024,13,Rutgers,1525.8,69
2024,13,Toledo,1524.2,70
2024,13,Utah,1515.1,71
2024,13,Fresno State,1514.6,72
2024,13,Cincinnati,1511.2,73
2024,13,East Carolina,1510.5,74
2024,13,Navy,1509.2,75
2024,13,UConn,1505.4,76
2024,13,Sam Houston,1501.5,77
2024,13,Arkansas State,1495.7,78
2024,13,NC State,1495.1,79
2024,13,South Florida,1493.2,80
2024,13,San José State,1491.7,81
2024,13,Michigan State,1491.1,82
2024,13,UCLA,1490.1,83
2024,13,Northwestern,1486.2,84
2024,13,App State,1484.1,85
2024,13,Northern Illinois,1483.6,86
2024,13,UCF,1482.1,87
2024,13,Buffalo,1481.3,88
2024,13,Kentucky,1481.0,89
2024,13,Colorado State,1478.1,90
2024,13,Arizona,1473.5,91
2024,13,Virginia,1460.1,92
2024,13,Florida State,1454.1,93
2024,13,Oregon State,1452.8,94
2024,13,Troy,1447.4,95
2024,13,Maryland,1444.4,96
2024,13,Old Dominion,1434.5,97
2024,13,Coastal Carolina,1428.9,98
2024,13,Wake Forest,1422.5,99
2024,13,Oklahoma State,1419.7,100
2024,13,North Texas,1413.3,101
2024,13,Houston,1410.1,102
2024,13,Western Michigan,1395.3,103
2024,13,Utah State,1392.5,104
2024,13,New Mexico,1388.3,105
2024,13,Eastern Michigan,1386.9,106
2024,13,Stanford,1375.0,107
2024,13,UL Monroe,1368.7,108
2024,13,Air Force,1361.1,109
2024,13,Georgia State,1357.7,110
2024,13,Louisiana Tech,1349.9,111
2024,13,Florida International,1348.7,112
2024,13,Charlotte,1348.4,113
2024,13,Mississippi State,1342.9,114
2024,13,San Diego State,1342.0,115
2024,13,Hawai'i,1335.4,116
2024,13,UAB,1333.7,117
2024,13,Rice,1332.8,118
2024,13,Purdue,1328.2,119
2024,13,New Mexico State,1321.9,120
2024,13,Wyoming,1318.8,121
2024,13,Central Michigan,1313.8,122
2024,13,Ball State,1312.4,123
2024,13,Akron,1306.2,124
2024,13,Temple,1300.9,125
2024,13,Nevada,1278.6,126
2024,13,Massachusetts,1253.4,127
2024,13,UTEP,1251.9,128
2024,13,Middle Tennessee,1251.8,129
2024,13,Florida Atlantic,1251.7,130
2024,13,Tulsa,1248.0,131
2024,13,Southern Miss,1201.6,132
2024,13,Kennesaw State,1144.7,133
2024,13,Kent State,1139.7,134
2024,14,Oregon,1895.5,1
2024,14,Texas,1874.5,2
2024,14,Notre Dame,1872.2,3
2024,14,Ohio State,1861.0,4
2024,14,Georgia,1835.3,5
2024,14,Penn State,1826.7,6
2024,14,SMU,1799.3,7
2024,14,Alabama,1783.0,8
2024,14,Ole Miss,1774.8,9
2024,14,Tennessee,1752.0,10
2024,14,Boise State,1745.9,11
2024,14,Indiana,1745.4,12
2024,14,Clemson,1742.5,13
2024,14,South Carolina,1740.2,14
2024,14,Miami,1737.1,15
2024,14,Arizona State,1708.5,16
2024,14,Iowa State,1700.2,17
2024,14,Iowa,1694.6,18
2024,14,Louisville,1693.0,19
2024,14,Tulane,1686.7,20
2024,14,Michigan,1683.4,21
2024,14,LSU,1680.1,22
2024,14,Missouri,1679.3,23
2024,14,UNLV,1678.6,24
2024,14,BYU,1676.7,25
2024,14,Colorado,1664.7,26
2024,14,Texas A&M,1662.1,27
2024,14,Duke,1655.8,28
2024,14,Florida,1652.2,29
2024,14,Memphis,1651.5,30
2024,14,Syracuse,1648.7,31
2024,14,Kansas State,1646.5,32
2024,14,Illinois,1644.1,33
2024,14,Washington,1640.2,34
2024,14,Louisiana,1640.1,35
2024,14,Baylor,1635.5,36
2024,14,TCU,1630.3,37
2024,14,USC,1627.5,38
2024,14,Army,1626.3,39
2024,14,Oklahoma,1622.1,40
2024,14,Liberty,1619.6,41
2024,14,Miami (OH),1615.6,42
2024,14,Minnesota,1615.4,43
2024,14,Texas Tech,1611.2,44
2024,14,Marshall,1606.1,45
2024,14,James Madison,1603.4,46
2024,14,Ohio,1597.6,47
2024,14,Georgia Tech,1597.3,48
2024,14,Virginia Tech,1596.8,49
2024,14,Kansas,1588.6,50
2024,14,California,1584.5,51
2024,14,Western Kentucky,1579.8,52
2024,14,Boston College,1575.5,53
2024,14,Washington State,1573.4,54
2024,14,Rutgers,1568.7,55
2024,14,Nebraska,1559.0,56
2024,14,Texas State,1558.8,57
2024,14,Georgia Southern,1557.0,58
2024,14,Jacksonville State,1556.5,59
2024,14,Utah,1550.0,60
2024,14,Navy,1546.7,61
2024,14,Arkansas,1537.3,62
2024,14,North Carolina,1531.5,63
2024,14,Pittsburgh,1530.7,64
2024,14,West Virginia,1527.7,65
2024,14,Bowling Green,1527.3,66
2024,14,NC State,1522.6,67
2024,14,UTSA,1522.2,68
2024,14,Auburn,1518.5,69
2024,14,Sam Houston,1517.8,70
2024,14,UConn,1517.4,71
2024,14,UCLA,1511.7,72
2024,14,South Alabama,1510.7,73
2024,14,Vanderbilt,1509.1,74
2024,14,Wisconsin,1507.7,75
2024,14,San José State,1499.7,76
2024,14,Northern Illinois,1493.4,77
2024,14,Fresno State,1492.9,78
2024,14,Colorado State,1490.1,79
2024,14,Cincinnati,1488.1,80
2024,14,Buffalo,1487.7,81
2024,14,Toledo,1486.3,82
2024,14,East Carolina,1473.0,83
2024,14,Old Dominion,1468.1,84
2024,14,Northwestern,1467.2,85
2024,14,App State,1466.6,86
2024,14,Coastal Carolina,1465.5,87
2024,14,Arkansas State,1462.1,88
2024,14,South Florida,1460.1,89
2024,14,Troy,1458.0,90
2024,14,Kentucky,1452.7,91
2024,14,Michigan State,1448.2,92
2024,14,UCF,1447.1,93
2024,14,Oregon State,1445.9,94
2024,14,Arizona,1443.7,95
2024,14,Virginia,1442.8,96
2024,14,Maryland,1439.1,97
2024,14,North Texas,1435.3,98
2024,14,Florida State,1427.0,99
2024,14,Western Michigan,1415.5,100
2024,14,Wake Forest,1407.8,101
2024,14,Oklahoma State,1406.8,102
2024,14,Houston,1402.9,103
2024,14,Air Force,1394.2,104
2024,14,Utah State,1380.6,105
2024,14,Florida International,1369.5,106
2024,14,Stanford,1367.1,107
2024,14,Eastern Michigan,1366.7,108
2024,14,Rice,1365.9,109
2024,14,New Mexico,1363.0,110
2024,14,Louisiana Tech,1363.0,111
2024,14,Hawai'i,1360.7,112
2024,14,Charlotte,1358.3,113
2024,14,UL Monroe,1350.7,114
2024,14,Akron,1344.1,115
2024,14,Mississippi State,1340.1,116
2024,14,Wyoming,1331.4,117
2024,14,UAB,1323.9,118
2024,14,Purdue,1323.2,119
2024,14,Georgia State,1321.2,120
2024,14,San Diego State,1309.0,121
2024,14,Florida Atlantic,1304.8,122
2024,14,Ball State,1304.5,123
2024,14,Central Michigan,1304.0,124
2024,14,New Mexico State,1289.7,125
2024,14,UTEP,1284.1,126
2024,14,Temple,1278.8,127
2024,14,Nevada,1274.4,128
2024,14,Massachusetts,1241.4,129
2024,14,Middle Tennessee,1231.0,130
2024,14,Tulsa,1194.9,131
2024,14,Southern Miss,1191.1,132
2024,14,Kent State,1133.3,133
2024,14,Kennesaw State,1131.6,134
2024,15,Oregon,1916.1,1
2024,15,Notre Dame,1872.2,2
2024,15,Ohio State,1861.0,3
2024,15,Texas,1856.3,4
2024,15,Georgia,1853.5,5
2024,15,Penn State,1806.2,6
2024,15,Alabama,1783.0,7
2024,15,SMU,1780.5,8
2024,15,Ole Miss,1774.8,9
2024,15,Boise State,1765.4,10
2024,15,Clemson,1761.3,11
2024,15,Tennessee,1752.0,12
2024,15,Arizona State,1746.9,13
2024,15,Indiana,1745.4,14
2024,15,South Carolina,1740.2,15
2024,15,Miami,1737.1,16
2024,15,Iowa,1694.6,17
2024,15,Louisville,1693.0,18
2024,15,Michigan,1683.4,19
2024,15,LSU,1680.1,20
2024,15,Missouri,1679.3,21
2024,15,BYU,1676.7,22
2024,15,Colorado,1664.7,23
2024,15,Army,1662.8,24
2024,15,Texas A&M,1662.1,25
2024,15,Iowa State,1661.7,26
2024,15,UNLV,1659.1,27
2024,15,Duke,1655.8,28
2024,15,Marshall,1655.5,29
2024,15,Florida,1652.2,30
2024,15,Memphis,1651.5,31
2024,15,Tulane,1650.2,32
2024,15,Syracuse,1648.7,33
2024,15,Kansas State,1646.5,34
2024,15,Illinois,1644.1,35
2024,15,Ohio,1642.5,36
2024,15,Washington,1640.2,37
2024,15,Baylor,1635.5,38
2024,15,TCU,1630.3,39
2024,15,USC,1627.5,40
2024,15,Oklahoma,1622.1,41
2024,15,Liberty,1619.6,42
2024,15,Minnesota,1615.4,43
2024,15,Texas Tech,1611.2,44
2024,15,James Madison,1603.4,45
2024,15,Georgia Tech,1597.3,46
2024,15,Virginia Tech,1596.8,47
2024,15,Jacksonville State,1595.0,48
2024,15,Louisiana,1590.7,49
2024,15,Kansas,1588.6,50
2024,15,California,1584.5,51
2024,15,Boston College,1575.5,52
2024,15,Washington State,1573.4,53
2024,15,Miami (OH),1570.7,54
2024,15,Rutgers,1568.7,55
2024,15,Nebraska,1559.0,56
2024,15,Texas State,1558.8,57
2024,15,Georgia Southern,1557.0,58
2024,15,Utah,1550.0,59
2024,15,Navy,1546.7,60
2024,15,Western Kentucky,1541.3,61
2024,15,Arkansas,1537.3,62
2024,15,North Carolina,1531.5,63
2024,15,Pittsburgh,1530.7,64
2024,15,West Virginia,1527.7,65
2024,15,Bowling Green,1527.3,66
2024,15,NC State,1522.6,67
2024,15,UTSA,1522.2,68
2024,15,Auburn,1518.5,69
2024,15,Sam Houston,1517.8,70
2024,15,UConn,1517.4,71
2024,15,UCLA,1511.7,72
2024,15,South Alabama,1510.7,73
2024,15,Vanderbilt,1509.1,74
2024,15,Wisconsin,1507.7,75
2024,15,San José State,1499.7,76
2024,15,Northern Illinois,1493.4,77
2024,15,Fresno State,1492.9,78
2024,15,Colorado State,1490.1,79
2024,15,Cincinnati,1488.1,80
2024,15,Buffalo,1487.7,81
2024,15,Toledo,1486.3,82
2024,15,East Carolina,1473.0,83
2024,15,Old Dominion,1468.1,84
2024,15,Northwestern,1467.2,85
2024,15,App State,1466.6,86
2024,15,Coastal Carolina,1465.5,87
2024,15,Arkansas State,1462.1,88
2024,15,South Florida,1460.1,89
2024,15,Troy,1458.0,90
2024,15,Kentucky,1452.7,91
2024,15,Michigan State,1448.2,92
2024,15,UCF,1447.1,93
2024,15,Oregon State,1445.9,94
2024,15,Arizona,1443.7,95
2024,15,Virginia,1442.8,96
2024,15,Maryland,1439.1,97
2024,15,North Texas,1435.3,98
2024,15,Florida State,1427.0,99
2024,15,Western Michigan,1415.5,100
2024,15,Wake Forest,1407.8,101
2024,15,Oklahoma State,1406.8,102
2024,15,Houston,1402.9,103
2024,15,Air Force,1394.2,104
2024,15,Utah State,1380.6,105
2024,15,Florida International,1369.5,106
2024,15,Stanford,1367.1,107
2024,15,Eastern Michigan,1366.7,108
2024,15,Rice,1365.9,109
2024,15,New Mexico,1363.0,110
2024,15,Louisiana Tech,1363.0,111
2024,15,Hawai'i,1360.7,112
2024,15,Charlotte,1358.3,113
2024,15,UL Monroe,1350.7,114
2024,15,Akron,1344.1,115
2024,15,Mississippi State,1340.1,116
2024,15,Wyoming,1331.4,117
2024,15,UAB,1323.9,118
2024,15,Purdue,1323.2,119
2024,15,Georgia State,1321.2,120
2024,15,San Diego State,1309.0,121
2024,15,Florida Atlantic,1304.8,122
2024,15,Ball State,1304.5,123
2024,15,Central Michigan,1304.0,124
2024,15,New Mexico State,1289.7,125
2024,15,UTEP,1284.1,126
2024,15,Temple,1278.8,127
2024,15,Nevada,1274.4,128
2024,15,Massachusetts,1241.4,129
2024,15,Middle Tennessee,1231.0,130
2024,15,Tulsa,1194.9,131
2024,15,Southern Miss,1191.1,132
2024,15,Kent State,1133.3,133
2024,15,Kennesaw State,1131.6,134
2024,16,Oregon,1916.1,1
2024,16,Notre Dame,1872.2,2
2024,16,Ohio State,1861.0,3
2024,16,Texas,1856.3,4
2024,16,Georgia,1853.5,5
2024,16,Penn State,1806.2,6
2024,16,Alabama,1783.0,7
2024,16,SMU,1780.5,8
2024,16,Ole Miss,1774.8,9
2024,16,Boise State,1765.4,10
2024,16,Clemson,1761.3,11
2024,16,Tennessee,1752.0,12
2024,16,Arizona State,1746.9,13
2024,16,Indiana,1745.4,14
2024,16,South Carolina,1740.2,15
2024,16,Miami,1737.1,16
2024,16,Iowa,1694.6,17
2024,16,Louisville,1693.0,18
2024,16,Michigan,1683.4,19
2024,16,LSU,1680.1,20
2024,16,Missouri,1679.3,21
2024,16,BYU,1676.7,22
2024,16,Colorado,1664.7,23
2024,16,Texas A&M,1662.1,24
2024,16,Iowa State,1661.7,25
2024,16,UNLV,1659.1,26
2024,16,Duke,1655.8,27
2024,16,Marshall,1655.5,28
2024,16,Florida,1652.2,29
2024,16,Memphis,1651.5,30
2024,16,Tulane,1650.2,31
2024,16,Syracuse,1648.7,32
2024,16,Kansas State,1646.5,33
2024,16,Illinois,1644.1,34
2024,16,Ohio,1642.5,35
2024,16,Washington,1640.2,36
2024,16,Baylor,1635.5,37
2024,16,TCU,1630.3,38
2024,16,USC,1627.5,39
2024,16,Oklahoma,1622.1,40
2024,16,Liberty,1619.6,41
2024,16,Army,1618.4,42
2024,16,Minnesota,1615.4,43
2024,16,Texas Tech,1611.2,44
2024,16,James Madison,1603.4,45
2024,16,Georgia Tech,1597.3,46
2024,16,Virginia Tech,1596.8,47
2024,16,Jacksonville State,1595.0,48
2024,16,Navy,1591.0,49
2024,16,Louisiana,1590.7,50
2024,16,Kansas,1588.6,51
2024,16,California,1584.5,52
2024,16,Boston College,1575.5,53
2024,16,Washington State,1573.4,54
2024,16,Miami (OH),1570.7,55
2024,16,Rutgers,1568.7,56
2024,16,Nebraska,1559.0,57
2024,16,Texas State,1558.8,58
2024,16,Georgia Southern,1557.0,59
2024,16,Utah,1550.0,60
2024,16,Western Kentucky,1541.3,61
2024,16,Arkansas,1537.3,62
2024,16,North Carolina,1531.5,63
2024,16,Pittsburgh,1530.7,64
2024,16,West Virginia,1527.7,65
2024,16,Bowling Green,1527.3,66
2024,16,NC State,1522.6,67
2024,16,UTSA,1522.2,68
2024,16,Auburn,1518.5,69
2024,16,Sam Houston,1517.8,70
2024,16,UConn,1517.4,71
2024,16,UCLA,1511.7,72
2024,16,South Alabama,1510.7,73
2024,16,Vanderbilt,1509.1,74
2024,16,Wisconsin,1507.7,75
2024,16,San José State,1499.7,76
2024,16,Northern Illinois,1493.4,77
2024,16,Fresno State,1492.9,78
2024,16,Colorado State,1490.1,79
2024,16,Cincinnati,1488.1,80
2024,16,Buffalo,1487.7,81
2024,16,Toledo,1486.3,82
2024,16,East Carolina,1473.0,83
2024,16,Old Dominion,1468.1,84
2024,16,Northwestern,1467.2,85
2024,16,App State,1466.6,86
2024,16,Coastal Carolina,1465.5,87
2024,16,Arkansas State,1462.1,88
2024,16,South Florida,1460.1,89
2024,16,Troy,1458.0,90
2024,16,Kentucky,1452.7,91
2024,16,Michigan State,1448.2,92
2024,16,UCF,1447.1,93
2024,16,Oregon State,1445.9,94
2024,16,Arizona,1443.7,95
2024,16,Virginia,1442.8,96
2024,16,Maryland,1439.1,97
2024,16,North Texas,1435.3,98
2024,16,Florida State,1427.0,99
2024,16,Western Michigan,1415.5,100
2024,16,Wake Forest,1407.8,101
2024,16,Oklahoma State,1406.8,102
2024,16,Houston,1402.9,103
2024,16,Air Force,1394.2,104
2024,16,Utah State,1380.6,105
2024,16,Florida International,1369.5,106
2024,16,Stanford,1367.1,107
2024,16,Eastern Michigan,1366.7,108
2024,16,Rice,1365.9,109
2024,16,New Mexico,1363.0,110
2024,16,Louisiana Tech,1363.0,111
2024,16,Hawai'i,1360.7,112
2024,16,Charlotte,1358.3,113
2024,16,UL Monroe,1350.7,114
2024,16,Akron,1344.1,115
2024,16,Mississippi State,1340.1,116
2024,16,Wyoming,1331.4,117
2024,16,UAB,1323.9,118
2024,16,Purdue,1323.2,119
2024,16,Georgia State,1321.2,120
2024,16,San Diego State,1309.0,121
2024,16,Florida Atlantic,1304.8,122
2024,16,Ball State,1304.5,123
2024,16,Central Michigan,1304.0,124
2024,16,New Mexico State,1289.7,125
2024,16,UTEP,1284.1,126
2024,16,Temple,1278.8,127
2024,16,Nevada,1274.4,128
2024,16,Massachusetts,1241.4,129
2024,16,Middle Tennessee,1231.0,130
2024,16,Tulsa,1194.9,131
2024,16,Southern Miss,1191.1,132
2024,16,Kent State,1133.3,133
2024,16,Kennesaw State,1131.6,134
2025,1,Ohio State,1756.1,1
2025,1,Georgia,1753.4,2
2025,1,Oregon,1747.8,3
2025,1,Penn State,1700.0,4
2025,1,Tennessee,1697.5,5
2025,1,Texas,1695.2,6
2025,1,Notre Dame,1694.6,7
2025,1,LSU,1679.9,8
2025,1,South Carolina,1678.7,9
2025,1,Miami,1676.4,10
2025,1,Ole Miss,1674.6,11
2025,1,SMU,1653.5,12
2025,1,Texas A&M,1651.1,13
2025,1,Michigan,1645.9,14
2025,1,TCU,1644.6,15
2025,1,Arizona State,1632.7,16
2025,1,Indiana,1628.9,17
2025,1,Alabama,1624.9,18
2025,1,Clemson,1624.7,19
2025,1,Florida,1622.3,20
2025,1,UNLV,1618.4,21
2025,1,Missouri,1616.6,22
2025,1,USC,1614.2,23
2025,1,Auburn,1613.3,24
2025,1,Utah,1605.8,25
2025,1,California,1605.5,26
2025,1,Oklahoma,1605.3,27
2025,1,Washington,1604.7,28
2025,1,Iowa,1604.5,29
2025,1,Iowa State,1603.7,30
2025,1,Georgia Tech,1602.6,31
2025,1,Louisville,1602.4,32
2025,1,Tulane,1599.4,33
2025,1,Kansas,1591.2,34
2025,1,Minnesota,1588.9,35
2025,1,BYU,1584.1,36
2025,1,Nebraska,1580.6,37
2025,1,Duke,1579.8,38
2025,1,Memphis,1578.1,39
2025,1,Texas Tech,1578.0,40
2025,1,Illinois,1574.2,41
2025,1,Florida State,1571.2,42
2025,1,Navy,1566.1,43
2025,1,Wisconsin,1565.5,44
2025,1,Rutgers,1557.5,45
2025,1,South Florida,1557.5,46
2025,1,Kansas State,1554.5,47
2025,1,Liberty,1550.2,48
2025,1,Texas State,1550.0,49
